facility_name,address,state_name,district_name,sub_district_name,pincode,facility_type,ownership,facility_id,latitude,longitude
Government Rajasthan Central Hospital 3,"Main Road, Rajasthan Central, Rajasthan",Rajasthan,Rajasthan Central,Block B,348684,Community Health Centre,Government,GEN-00503,18.480406,92.647575
Government Rajasthan Central Hospital 4,"Main Road, Rajasthan Central, Rajasthan",Rajasthan,Rajasthan Central,Block B,786465,Primary Health Centre,Government,GEN-00504,26.147354,90.908839
Government Rajasthan Central Hospital 5,"Main Road, Rajasthan Central, Rajasthan",Rajasthan,Rajasthan Central,Block A,681043,Medical College Hospital,Government,GEN-00505,32.20603,73.355595
Government Rajasthan North Hospital 1,"Main Road, Rajasthan North, Rajasthan",Rajasthan,Rajasthan North,Block A,765572,District Hospital,Government,GEN-00506,28.097735,79.466801
Government Rajasthan North Hospital 2,"Main Road, Rajasthan North, Rajasthan",Rajasthan,Rajasthan North,Block B,396702,Sub District Hospital,Government,GEN-00507,29.338859,89.242932
Government Rajasthan North Hospital 3,"Main Road, Rajasthan North, Rajasthan",Rajasthan,Rajasthan North,Block A,154301,Community Health Centre,Government,GEN-00508,34.46902,88.562205
Government Rajasthan North Hospital 4,"Main Road, Rajasthan North, Rajasthan",Rajasthan,Rajasthan North,Block C,275301,Primary Health Centre,Government,GEN-00509,12.855562,71.877398
Government Rajasthan North Hospital 5,"Main Road, Rajasthan North, Rajasthan",Rajasthan,Rajasthan North,Block C,698706,Medical College Hospital,Government,GEN-00510,27.278731,89.210259
Government Rajasthan South Hospital 1,"Main Road, Rajasthan South, Rajasthan",Rajasthan,Rajasthan South,Block C,212993,District Hospital,Government,GEN-00511,25.994131,93.658945
Government Rajasthan South Hospital 2,"Main Road, Rajasthan South, Rajasthan",Rajasthan,Rajasthan South,Block A,205745,Sub District Hospital,Government,GEN-00512,30.672408,90.688606
Government Rajasthan South Hospital 3,"Main Road, Rajasthan South, Rajasthan",Rajasthan,Rajasthan South,Block C,132276,Community Health Centre,Government,GEN-00513,18.517091,74.809794
Government Rajasthan South Hospital 4,"Main Road, Rajasthan South, Rajasthan",Rajasthan,Rajasthan South,Block A,724973,Primary Health Centre,Government,GEN-00514,8.205548,92.294013
Government Rajasthan South Hospital 5,"Main Road, Rajasthan South, Rajasthan",Rajasthan,Rajasthan South,Block A,466720,Medical College Hospital,Government,GEN-00515,26.432066,91.497159
Government Rajasthan East Hospital 1,"Main Road, Rajasthan East, Rajasthan",Rajasthan,Rajasthan East,Block A,196423,District Hospital,Government,GEN-00516,34.347432,85.082174
Government Rajasthan East Hospital 2,"Main Road, Rajasthan East, Rajasthan",Rajasthan,Rajasthan East,Block B,225684,Sub District Hospital,Government,GEN-00517,10.902604,86.247754
Government Rajasthan East Hospital 3,"Main Road, Rajasthan East, Rajasthan",Rajasthan,Rajasthan East,Block C,765884,Community Health Centre,Government,GEN-00518,21.124624,78.703156
Government Rajasthan East Hospital 4,"Main Road, Rajasthan East, Rajasthan",Rajasthan,Rajasthan East,Block B,418092,Primary Health Centre,Government,GEN-00519,16.690887,85.407898
Government Rajasthan East Hospital 5,"Main Road, Rajasthan East, Rajasthan",Rajasthan,Rajasthan East,Block C,249191,Medical College Hospital,Government,GEN-00520,32.029159,92.030662
Government Rajasthan West Hospital 1,"Main Road, Rajasthan West, Rajasthan",Rajasthan,Rajasthan West,Block B,263285,District Hospital,Government,GEN-00521,36.276627,83.590035
Government Rajasthan West Hospital 2,"Main Road, Rajasthan West, Rajasthan",Rajasthan,Rajasthan West,Block C,222013,Sub District Hospital,Government,GEN-00522,34.381087,86.299838
Government Rajasthan West Hospital 3,"Main Road, Rajasthan West, Rajasthan",Rajasthan,Rajasthan West,Block A,761063,Community Health Centre,Government,GEN-00523,9.449357,88.662634
Government Rajasthan West Hospital 4,"Main Road, Rajasthan West, Rajasthan",Rajasthan,Rajasthan West,Block C,130362,Primary Health Centre,Government,GEN-00524,11.429257,86.648956
Government Rajasthan West Hospital 5,"Main Road, Rajasthan West, Rajasthan",Rajasthan,Rajasthan West,Block C,437369,Medical College Hospital,Government,GEN-00525,34.623257,75.934181
Government Sikkim Central Hospital 1,"Main Road, Sikkim Central, Sikkim",Sikkim,Sikkim Central,Block A,450247,District Hospital,Government,GEN-00526,30.999351,90.183806
Government Sikkim Central Hospital 2,"Main Road, Sikkim Central, Sikkim",Sikkim,Sikkim Central,Block C,239213,Sub District Hospital,Government,GEN-00527,33.530731,83.504138
Government Sikkim Central Hospital 3,"Main Road, Sikkim Central, Sikkim",Sikkim,Sikkim Central,Block B,506335,Community Health Centre,Government,GEN-00528,22.520409,69.357731
Government Sikkim Central Hospital 4,"Main Road, Sikkim Central, Sikkim",Sikkim,Sikkim Central,Block A,377938,Primary Health Centre,Government,GEN-00529,12.184749,79.468566
Government Sikkim Central Hospital 5,"Main Road, Sikkim Central, Sikkim",Sikkim,Sikkim Central,Block A,594473,Medical College Hospital,Government,GEN-00530,23.950851,72.564612
Government Sikkim North Hospital 1,"Main Road, Sikkim North, Sikkim",Sikkim,Sikkim North,Block A,255115,District Hospital,Government,GEN-00531,20.715283,86.599912
Government Sikkim North Hospital 2,"Main Road, Sikkim North, Sikkim",Sikkim,Sikkim North,Block A,116473,Sub District Hospital,Government,GEN-00532,26.809446,95.739501
Government Sikkim North Hospital 3,"Main Road, Sikkim North, Sikkim",Sikkim,Sikkim North,Block B,355562,Community Health Centre,Government,GEN-00533,19.500882,84.535075
Government Sikkim North Hospital 4,"Main Road, Sikkim North, Sikkim",Sikkim,Sikkim North,Block A,286213,Primary Health Centre,Government,GEN-00534,26.018479,76.537685
Government Sikkim North Hospital 5,"Main Road, Sikkim North, Sikkim",Sikkim,Sikkim North,Block B,120155,Medical College Hospital,Government,GEN-00535,13.086522,95.507929
Government Sikkim South Hospital 1,"Main Road, Sikkim South, Sikkim",Sikkim,Sikkim South,Block A,358024,District Hospital,Government,GEN-00536,33.682184,81.160428
Government Sikkim South Hospital 2,"Main Road, Sikkim South, Sikkim",Sikkim,Sikkim South,Block A,117036,Sub District Hospital,Government,GEN-00537,23.723958,75.521158
Government Sikkim South Hospital 3,"Main Road, Sikkim South, Sikkim",Sikkim,Sikkim South,Block B,631259,Community Health Centre,Government,GEN-00538,11.020134,69.026826
Government Sikkim South Hospital 4,"Main Road, Sikkim South, Sikkim",Sikkim,Sikkim South,Block C,430614,Primary Health Centre,Government,GEN-00539,26.108074,70.968261
Government Sikkim South Hospital 5,"Main Road, Sikkim South, Sikkim",Sikkim,Sikkim South,Block A,313541,Medical College Hospital,Government,GEN-00540,32.260719,78.497057
Government Sikkim East Hospital 1,"Main Road, Sikkim East, Sikkim",Sikkim,Sikkim East,Block C,394569,District Hospital,Government,GEN-00541,28.000686,92.249572
Government Sikkim East Hospital 2,"Main Road, Sikkim East, Sikkim",Sikkim,Sikkim East,Block C,152713,Sub District Hospital,Government,GEN-00542,24.196861,79.023295
Government Sikkim East Hospital 3,"Main Road, Sikkim East, Sikkim",Sikkim,Sikkim East,Block A,588252,Community Health Centre,Government,GEN-00543,8.889404,83.904905
Government Sikkim East Hospital 4,"Main Road, Sikkim East, Sikkim",Sikkim,Sikkim East,Block A,519253,Primary Health Centre,Government,GEN-00544,35.063672,78.781958
Government Sikkim East Hospital 5,"Main Road, Sikkim East, Sikkim",Sikkim,Sikkim East,Block C,353883,Medical College Hospital,Government,GEN-00545,8.670368,86.691517
Government Sikkim West Hospital 1,"Main Road, Sikkim West, Sikkim",Sikkim,Sikkim West,Block C,111923,District Hospital,Government,GEN-00546,17.032345,87.333362
Government Sikkim West Hospital 2,"Main Road, Sikkim West, Sikkim",Sikkim,Sikkim West,Block A,767892,Sub District Hospital,Government,GEN-00547,36.411696,78.254901
Government Sikkim West Hospital 3,"Main Road, Sikkim West, Sikkim",Sikkim,Sikkim West,Block A,121715,Community Health Centre,Government,GEN-00548,22.53924,84.870585
Government Sikkim West Hospital 4,"Main Road, Sikkim West, Sikkim",Sikkim,Sikkim West,Block C,676912,Primary Health Centre,Government,GEN-00549,19.432151,76.610106
Government Sikkim West Hospital 5,"Main Road, Sikkim West, Sikkim",Sikkim,Sikkim West,Block B,757181,Medical College Hospital,Government,GEN-00550,31.174287,88.996338
Government Tamil Central Hospital 1,"Main Road, Tamil Central, Tamil Nadu",Tamil Nadu,Tamil Central,Block B,402592,District Hospital,Government,GEN-00551,11.66537,88.484644
Government Tamil Central Hospital 2,"Main Road, Tamil Central, Tamil Nadu",Tamil Nadu,Tamil Central,Block C,312036,Sub District Hospital,Government,GEN-00552,30.962406,84.922171
Government Tamil Central Hospital 3,"Main Road, Tamil Central, Tamil Nadu",Tamil Nadu,Tamil Central,Block C,804149,Community Health Centre,Government,GEN-00553,36.896085,78.675697
Government Tamil Central Hospital 4,"Main Road, Tamil Central, Tamil Nadu",Tamil Nadu,Tamil Central,Block B,407719,Primary Health Centre,Government,GEN-00554,21.877036,76.002388
Government Tamil Central Hospital 5,"Main Road, Tamil Central, Tamil Nadu",Tamil Nadu,Tamil Central,Block B,586526,Medical College Hospital,Government,GEN-00555,37.121587,93.897553
Government Tamil North Hospital 1,"Main Road, Tamil North, Tamil Nadu",Tamil Nadu,Tamil North,Block B,332124,District Hospital,Government,GEN-00556,30.308182,83.513989
Government Tamil North Hospital 2,"Main Road, Tamil North, Tamil Nadu",Tamil Nadu,Tamil North,Block B,250861,Sub District Hospital,Government,GEN-00557,10.986929,77.156283
Government Tamil North Hospital 3,"Main Road, Tamil North, Tamil Nadu",Tamil Nadu,Tamil North,Block B,183420,Community Health Centre,Government,GEN-00558,17.75369,69.768786
Government Tamil North Hospital 4,"Main Road, Tamil North, Tamil Nadu",Tamil Nadu,Tamil North,Block B,304337,Primary Health Centre,Government,GEN-00559,21.233439,79.692583
Government Tamil North Hospital 5,"Main Road, Tamil North, Tamil Nadu",Tamil Nadu,Tamil North,Block B,601871,Medical College Hospital,Government,GEN-00560,21.036355,69.048152
Government Tamil South Hospital 1,"Main Road, Tamil South, Tamil Nadu",Tamil Nadu,Tamil South,Block A,612010,District Hospital,Government,GEN-00561,12.003696,94.411243
Government Tamil South Hospital 2,"Main Road, Tamil South, Tamil Nadu",Tamil Nadu,Tamil South,Block B,634074,Sub District Hospital,Government,GEN-00562,25.64687,96.005323
Government Tamil South Hospital 3,"Main Road, Tamil South, Tamil Nadu",Tamil Nadu,Tamil South,Block A,545493,Community Health Centre,Government,GEN-00563,9.279716,93.15127
Government Tamil South Hospital 4,"Main Road, Tamil South, Tamil Nadu",Tamil Nadu,Tamil South,Block A,391591,Primary Health Centre,Government,GEN-00564,34.712263,93.438504
Government Tamil South Hospital 5,"Main Road, Tamil South, Tamil Nadu",Tamil Nadu,Tamil South,Block B,204647,Medical College Hospital,Government,GEN-00565,33.980263,74.65875
Government Tamil East Hospital 1,"Main Road, Tamil East, Tamil Nadu",Tamil Nadu,Tamil East,Block A,408354,District Hospital,Government,GEN-00566,33.359503,82.495045
Government Tamil East Hospital 2,"Main Road, Tamil East, Tamil Nadu",Tamil Nadu,Tamil East,Block A,825376,Sub District Hospital,Government,GEN-00567,20.254208,82.570893
Government Tamil East Hospital 3,"Main Road, Tamil East, Tamil Nadu",Tamil Nadu,Tamil East,Block B,615764,Community Health Centre,Government,GEN-00568,26.711423,85.731796
Government Tamil East Hospital 4,"Main Road, Tamil East, Tamil Nadu",Tamil Nadu,Tamil East,Block C,561496,Primary Health Centre,Government,GEN-00569,25.814221,75.381301
Government Tamil East Hospital 5,"Main Road, Tamil East, Tamil Nadu",Tamil Nadu,Tamil East,Block A,581788,Medical College Hospital,Government,GEN-00570,30.251705,92.447445
Government Tamil West Hospital 1,"Main Road, Tamil West, Tamil Nadu",Tamil Nadu,Tamil West,Block B,634736,District Hospital,Government,GEN-00571,16.09567,80.368342
Government Tamil West Hospital 2,"Main Road, Tamil West, Tamil Nadu",Tamil Nadu,Tamil West,Block A,151146,Sub District Hospital,Government,GEN-00572,19.97832,84.017732
Government Tamil West Hospital 3,"Main Road, Tamil West, Tamil Nadu",Tamil Nadu,Tamil West,Block B,368644,Community Health Centre,Government,GEN-00573,12.335379,96.388541
Government Tamil West Hospital 4,"Main Road, Tamil West, Tamil Nadu",Tamil Nadu,Tamil West,Block C,445627,Primary Health Centre,Government,GEN-00574,34.860486,87.789082
Government Tamil West Hospital 5,"Main Road, Tamil West, Tamil Nadu",Tamil Nadu,Tamil West,Block B,795998,Medical College Hospital,Government,GEN-00575,28.318281,72.106988
Government Telangana Central Hospital 1,"Main Road, Telangana Central, Telangana",Telangana,Telangana Central,Block A,707012,District Hospital,Government,GEN-00576,15.754121,83.139934
Government Telangana Central Hospital 2,"Main Road, Telangana Central, Telangana",Telangana,Telangana Central,Block A,283111,Sub District Hospital,Government,GEN-00577,16.861041,90.614776
Government Telangana Central Hospital 3,"Main Road, Telangana Central, Telangana",Telangana,Telangana Central,Block B,674202,Community Health Centre,Government,GEN-00578,31.208345,95.466458
Government Telangana Central Hospital 4,"Main Road, Telangana Central, Telangana",Telangana,Telangana Central,Block A,470655,Primary Health Centre,Government,GEN-00579,15.989482,91.777905
Government Telangana Central Hospital 5,"Main Road, Telangana Central, Telangana",Telangana,Telangana Central,Block B,704609,Medical College Hospital,Government,GEN-00580,24.086182,79.175288
Government Telangana North Hospital 1,"Main Road, Telangana North, Telangana",Telangana,Telangana North,Block C,701242,District Hospital,Government,GEN-00581,9.761245,73.225717
Government Telangana North Hospital 2,"Main Road, Telangana North, Telangana",Telangana,Telangana North,Block B,469772,Sub District Hospital,Government,GEN-00582,36.028251,96.229668
Government Telangana North Hospital 3,"Main Road, Telangana North, Telangana",Telangana,Telangana North,Block B,729080,Community Health Centre,Government,GEN-00583,27.074736,82.089542
Government Telangana North Hospital 4,"Main Road, Telangana North, Telangana",Telangana,Telangana North,Block B,370394,Primary Health Centre,Government,GEN-00584,16.244505,79.06251
Government Telangana North Hospital 5,"Main Road, Telangana North, Telangana",Telangana,Telangana North,Block B,765051,Medical College Hospital,Government,GEN-00585,18.123128,73.711045
Government Telangana South Hospital 1,"Main Road, Telangana South, Telangana",Telangana,Telangana South,Block B,559976,District Hospital,Government,GEN-00586,31.87568,95.813916
Government Telangana South Hospital 2,"Main Road, Telangana South, Telangana",Telangana,Telangana South,Block A,566548,Sub District Hospital,Government,GEN-00587,34.521909,94.270257
Government Telangana South Hospital 3,"Main Road, Telangana South, Telangana",Telangana,Telangana South,Block C,482115,Community Health Centre,Government,GEN-00588,24.298932,68.507238
Government Telangana South Hospital 4,"Main Road, Telangana South, Telangana",Telangana,Telangana South,Block B,720550,Primary Health Centre,Government,GEN-00589,16.314072,79.493759
Government Telangana South Hospital 5,"Main Road, Telangana South, Telangana",Telangana,Telangana South,Block B,209859,Medical College Hospital,Government,GEN-00590,35.359029,84.13958
Government Telangana East Hospital 1,"Main Road, Telangana East, Telangana",Telangana,Telangana East,Block C,374037,District Hospital,Government,GEN-00591,22.266122,70.876
Government Telangana East Hospital 2,"Main Road, Telangana East, Telangana",Telangana,Telangana East,Block A,409691,Sub District Hospital,Government,GEN-00592,27.755147,95.36811
Government Telangana East Hospital 3,"Main Road, Telangana East, Telangana",Telangana,Telangana East,Block A,289900,Community Health Centre,Government,GEN-00593,32.72501,78.006468
Government Telangana East Hospital 4,"Main Road, Telangana East, Telangana",Telangana,Telangana East,Block C,804054,Primary Health Centre,Government,GEN-00594,12.15599,71.94985
Government Telangana East Hospital 5,"Main Road, Telangana East, Telangana",Telangana,Telangana East,Block B,825385,Medical College Hospital,Government,GEN-00595,22.385535,95.950301
Government Telangana West Hospital 1,"Main Road, Telangana West, Telangana",Telangana,Telangana West,Block C,679637,District Hospital,Government,GEN-00596,28.692418,89.833139
Government Telangana West Hospital 2,"Main Road, Telangana West, Telangana",Telangana,Telangana West,Block B,265409,Sub District Hospital,Government,GEN-00597,11.130927,92.140763
Government Telangana West Hospital 3,"Main Road, Telangana West, Telangana",Telangana,Telangana West,Block C,157602,Community Health Centre,Government,GEN-00598,10.129982,96.389089
Government Telangana West Hospital 4,"Main Road, Telangana West, Telangana",Telangana,Telangana West,Block C,552798,Primary Health Centre,Government,GEN-00599,32.040112,73.631337
Government Telangana West Hospital 5,"Main Road, Telangana West, Telangana",Telangana,Telangana West,Block C,724130,Medical College Hospital,Government,GEN-00600,18.070671,90.530839
Government Tripura Central Hospital 1,"Main Road, Tripura Central, Tripura",Tripura,Tripura Central,Block C,143105,District Hospital,Government,GEN-00601,17.555653,69.219917
Government Tripura Central Hospital 2,"Main Road, Tripura Central, Tripura",Tripura,Tripura Central,Block A,658759,Sub District Hospital,Government,GEN-00602,11.406664,83.75627
Government Tripura Central Hospital 3,"Main Road, Tripura Central, Tripura",Tripura,Tripura Central,Block C,803293,Community Health Centre,Government,GEN-00603,23.083153,94.591028
Government Tripura Central Hospital 4,"Main Road, Tripura Central, Tripura",Tripura,Tripura Central,Block B,690346,Primary Health Centre,Government,GEN-00604,36.985957,90.477998
Government Tripura Central Hospital 5,"Main Road, Tripura Central, Tripura",Tripura,Tripura Central,Block A,177381,Medical College Hospital,Government,GEN-00605,23.800989,95.788069
Government Tripura North Hospital 1,"Main Road, Tripura North, Tripura",Tripura,Tripura North,Block C,534786,District Hospital,Government,GEN-00606,13.426124,73.51844
Government Tripura North Hospital 2,"Main Road, Tripura North, Tripura",Tripura,Tripura North,Block C,809254,Sub District Hospital,Government,GEN-00607,21.454425,81.549168
Government Tripura North Hospital 3,"Main Road, Tripura North, Tripura",Tripura,Tripura North,Block A,651324,Community Health Centre,Government,GEN-00608,9.144413,92.577189
Government Tripura North Hospital 4,"Main Road, Tripura North, Tripura",Tripura,Tripura North,Block C,785581,Primary Health Centre,Government,GEN-00609,11.76638,73.531158
Government Tripura North Hospital 5,"Main Road, Tripura North, Tripura",Tripura,Tripura North,Block A,156394,Medical College Hospital,Government,GEN-00610,22.560037,87.140149
Government Tripura South Hospital 1,"Main Road, Tripura South, Tripura",Tripura,Tripura South,Block A,354589,District Hospital,Government,GEN-00611,33.481393,74.025078
Government Tripura South Hospital 2,"Main Road, Tripura South, Tripura",Tripura,Tripura South,Block A,440271,Sub District Hospital,Government,GEN-00612,15.652376,84.697725
Government Tripura South Hospital 3,"Main Road, Tripura South, Tripura",Tripura,Tripura South,Block C,831461,Community Health Centre,Government,GEN-00613,8.845175,74.723573
Government Tripura South Hospital 4,"Main Road, Tripura South, Tripura",Tripura,Tripura South,Block C,470126,Primary Health Centre,Government,GEN-00614,28.365722,95.155251
Government Tripura South Hospital 5,"Main Road, Tripura South, Tripura",Tripura,Tripura South,Block A,383535,Medical College Hospital,Government,GEN-00615,29.235425,68.326279
Government Tripura East Hospital 1,"Main Road, Tripura East, Tripura",Tripura,Tripura East,Block A,259364,District Hospital,Government,GEN-00616,18.290126,83.693639
Government Tripura East Hospital 2,"Main Road, Tripura East, Tripura",Tripura,Tripura East,Block C,849776,Sub District Hospital,Government,GEN-00617,19.293401,82.123195
Government Tripura East Hospital 3,"Main Road, Tripura East, Tripura",Tripura,Tripura East,Block A,578286,Community Health Centre,Government,GEN-00618,22.573301,87.215339
Government Tripura East Hospital 4,"Main Road, Tripura East, Tripura",Tripura,Tripura East,Block A,701154,Primary Health Centre,Government,GEN-00619,13.559471,85.312295
Government Tripura East Hospital 5,"Main Road, Tripura East, Tripura",Tripura,Tripura East,Block C,812362,Medical College Hospital,Government,GEN-00620,13.158847,69.452959
Government Tripura West Hospital 1,"Main Road, Tripura West, Tripura",Tripura,Tripura West,Block C,562924,District Hospital,Government,GEN-00621,29.69033,91.025001
Government Tripura West Hospital 2,"Main Road, Tripura West, Tripura",Tripura,Tripura West,Block C,672045,Sub District Hospital,Government,GEN-00622,26.14959,75.889039
Government Tripura West Hospital 3,"Main Road, Tripura West, Tripura",Tripura,Tripura West,Block B,355146,Community Health Centre,Government,GEN-00623,28.461712,89.130878
Government Tripura West Hospital 4,"Main Road, Tripura West, Tripura",Tripura,Tripura West,Block B,665660,Primary Health Centre,Government,GEN-00624,23.573981,78.187193
Government Tripura West Hospital 5,"Main Road, Tripura West, Tripura",Tripura,Tripura West,Block A,610107,Medical College Hospital,Government,GEN-00625,15.847752,73.188124
Government Uttar Central Hospital 1,"Main Road, Uttar Central, Uttar Pradesh",Uttar Pradesh,Uttar Central,Block B,559537,District Hospital,Government,GEN-00626,9.340631,82.513572
Government Uttar Central Hospital 2,"Main Road, Uttar Central, Uttar Pradesh",Uttar Pradesh,Uttar Central,Block A,266754,Sub District Hospital,Government,GEN-00627,34.790019,80.24555
Government Uttar Central Hospital 3,"Main Road, Uttar Central, Uttar Pradesh",Uttar Pradesh,Uttar Central,Block C,454033,Community Health Centre,Government,GEN-00628,32.923224,89.756607
Government Uttar Central Hospital 4,"Main Road, Uttar Central, Uttar Pradesh",Uttar Pradesh,Uttar Central,Block C,290298,Primary Health Centre,Government,GEN-00629,12.550642,88.541216
Government Uttar Central Hospital 5,"Main Road, Uttar Central, Uttar Pradesh",Uttar Pradesh,Uttar Central,Block C,443920,Medical College Hospital,Government,GEN-00630,25.336196,73.017942
Government Uttar North Hospital 1,"Main Road, Uttar North, Uttar Pradesh",Uttar Pradesh,Uttar North,Block C,525123,District Hospital,Government,GEN-00631,21.423172,75.959536
Government Uttar North Hospital 2,"Main Road, Uttar North, Uttar Pradesh",Uttar Pradesh,Uttar North,Block A,521361,Sub District Hospital,Government,GEN-00632,26.826152,88.844807
Government Uttar North Hospital 3,"Main Road, Uttar North, Uttar Pradesh",Uttar Pradesh,Uttar North,Block A,385633,Community Health Centre,Government,GEN-00633,11.355815,89.092234
Government Uttar North Hospital 4,"Main Road, Uttar North, Uttar Pradesh",Uttar Pradesh,Uttar North,Block C,738688,Primary Health Centre,Government,GEN-00634,18.579328,93.522049
Government Uttar North Hospital 5,"Main Road, Uttar North, Uttar Pradesh",Uttar Pradesh,Uttar North,Block A,726642,Medical College Hospital,Government,GEN-00635,27.965327,77.292805
Government Uttar South Hospital 1,"Main Road, Uttar South, Uttar Pradesh",Uttar Pradesh,Uttar South,Block A,600123,District Hospital,Government,GEN-00636,35.020478,71.560518
Government Uttar South Hospital 2,"Main Road, Uttar South, Uttar Pradesh",Uttar Pradesh,Uttar South,Block B,852922,Sub District Hospital,Government,GEN-00637,17.059259,68.46756
Government Uttar South Hospital 3,"Main Road, Uttar South, Uttar Pradesh",Uttar Pradesh,Uttar South,Block C,425552,Community Health Centre,Government,GEN-00638,31.79307,73.857574
Government Uttar South Hospital 4,"Main Road, Uttar South, Uttar Pradesh",Uttar Pradesh,Uttar South,Block C,116153,Primary Health Centre,Government,GEN-00639,17.183272,94.163811
Government Uttar South Hospital 5,"Main Road, Uttar South, Uttar Pradesh",Uttar Pradesh,Uttar South,Block C,642803,Medical College Hospital,Government,GEN-00640,10.834536,72.679767
Government Uttar East Hospital 1,"Main Road, Uttar East, Uttar Pradesh",Uttar Pradesh,Uttar East,Block A,297640,District Hospital,Government,GEN-00641,25.310171,96.913602
Government Uttar East Hospital 2,"Main Road, Uttar East, Uttar Pradesh",Uttar Pradesh,Uttar East,Block C,501755,Sub District Hospital,Government,GEN-00642,20.232824,76.296519
Government Uttar East Hospital 3,"Main Road, Uttar East, Uttar Pradesh",Uttar Pradesh,Uttar East,Block B,667684,Community Health Centre,Government,GEN-00643,17.468571,82.036013
Government Uttar East Hospital 4,"Main Road, Uttar East, Uttar Pradesh",Uttar Pradesh,Uttar East,Block C,126294,Primary Health Centre,Government,GEN-00644,17.528975,73.490116
Government Uttar East Hospital 5,"Main Road, Uttar East, Uttar Pradesh",Uttar Pradesh,Uttar East,Block B,196402,Medical College Hospital,Government,GEN-00645,16.154139,71.260689
Government Uttar West Hospital 1,"Main Road, Uttar West, Uttar Pradesh",Uttar Pradesh,Uttar West,Block B,274614,District Hospital,Government,GEN-00646,11.878496,69.406296
Government Uttar West Hospital 2,"Main Road, Uttar West, Uttar Pradesh",Uttar Pradesh,Uttar West,Block C,549752,Sub District Hospital,Government,GEN-00647,20.077241,68.163222
Government Uttar West Hospital 3,"Main Road, Uttar West, Uttar Pradesh",Uttar Pradesh,Uttar West,Block A,412557,Community Health Centre,Government,GEN-00648,12.023621,82.356133
Government Uttar West Hospital 4,"Main Road, Uttar West, Uttar Pradesh",Uttar Pradesh,Uttar West,Block C,582230,Primary Health Centre,Government,GEN-00649,23.07175,72.630307
Government Uttar West Hospital 5,"Main Road, Uttar West, Uttar Pradesh",Uttar Pradesh,Uttar West,Block B,290071,Medical College Hospital,Government,GEN-00650,36.64156,87.279453
Government Uttarakhand Central Hospital 1,"Main Road, Uttarakhand Central, Uttarakhand",Uttarakhand,Uttarakhand Central,Block A,204499,District Hospital,Government,GEN-00651,15.968131,80.87194
Government Uttarakhand Central Hospital 2,"Main Road, Uttarakhand Central, Uttarakhand",Uttarakhand,Uttarakhand Central,Block B,773447,Sub District Hospital,Government,GEN-00652,34.402338,68.722296
Government Uttarakhand Central Hospital 3,"Main Road, Uttarakhand Central, Uttarakhand",Uttarakhand,Uttarakhand Central,Block B,204692,Community Health Centre,Government,GEN-00653,24.95047,96.362947
Government Uttarakhand Central Hospital 4,"Main Road, Uttarakhand Central, Uttarakhand",Uttarakhand,Uttarakhand Central,Block C,383017,Primary Health Centre,Government,GEN-00654,26.530714,85.246428
Government Uttarakhand Central Hospital 5,"Main Road, Uttarakhand Central, Uttarakhand",Uttarakhand,Uttarakhand Central,Block B,808576,Medical College Hospital,Government,GEN-00655,22.951819,79.062849
Government Uttarakhand North Hospital 1,"Main Road, Uttarakhand North, Uttarakhand",Uttarakhand,Uttarakhand North,Block C,449741,District Hospital,Government,GEN-00656,34.782253,85.79384
Government Uttarakhand North Hospital 2,"Main Road, Uttarakhand North, Uttarakhand",Uttarakhand,Uttarakhand North,Block C,299872,Sub District Hospital,Government,GEN-00657,36.381671,85.221579
Government Uttarakhand North Hospital 3,"Main Road, Uttarakhand North, Uttarakhand",Uttarakhand,Uttarakhand North,Block A,314327,Community Health Centre,Government,GEN-00658,16.893404,77.878251
Government Uttarakhand North Hospital 4,"Main Road, Uttarakhand North, Uttarakhand",Uttarakhand,Uttarakhand North,Block C,191166,Primary Health Centre,Government,GEN-00659,29.660379,88.620801
Government Uttarakhand North Hospital 5,"Main Road, Uttarakhand North, Uttarakhand",Uttarakhand,Uttarakhand North,Block C,289477,Medical College Hospital,Government,GEN-00660,23.461995,71.367139
Government Uttarakhand South Hospital 1,"Main Road, Uttarakhand South, Uttarakhand",Uttarakhand,Uttarakhand South,Block A,403332,District Hospital,Government,GEN-00661,35.023133,91.512021
Government Uttarakhand South Hospital 2,"Main Road, Uttarakhand South, Uttarakhand",Uttarakhand,Uttarakhand South,Block C,192706,Sub District Hospital,Government,GEN-00662,19.932619,81.090732
Government Uttarakhand South Hospital 3,"Main Road, Uttarakhand South, Uttarakhand",Uttarakhand,Uttarakhand South,Block C,684057,Community Health Centre,Government,GEN-00663,30.821578,84.09823
Government Uttarakhand South Hospital 4,"Main Road, Uttarakhand South, Uttarakhand",Uttarakhand,Uttarakhand South,Block C,643501,Primary Health Centre,Government,GEN-00664,8.935065,91.117236
Government Uttarakhand South Hospital 5,"Main Road, Uttarakhand South, Uttarakhand",Uttarakhand,Uttarakhand South,Block A,123338,Medical College Hospital,Government,GEN-00665,30.560592,77.058738
Government Uttarakhand East Hospital 1,"Main Road, Uttarakhand East, Uttarakhand",Uttarakhand,Uttarakhand East,Block C,716025,District Hospital,Government,GEN-00666,19.739348,91.526696
Government Uttarakhand East Hospital 2,"Main Road, Uttarakhand East, Uttarakhand",Uttarakhand,Uttarakhand East,Block A,441092,Sub District Hospital,Government,GEN-00667,30.555007,76.518424
